register_id,name,created,modified,addresses_road_id,addresses_road_name,addresses_start_street_number,addresses_neighborhood_id,addresses_neighborhood_name,addresses_district_id,addresses_district_name,addresses_zip_code,addresses_town,addresses_main_address,values_id,values_attribute_id,values_category,values_attribute_name,values_value,values_outstanding,secondary_filters_id,secondary_filters_name,secondary_filters_fullpath,secondary_filters_tree,secondary_filters_asia_id,geo_epgs_25831_x,geo_epgs_25831_y,geo_epgs_4326_lat,geo_epgs_4326_lon
﻿92086009467,Mercat Encants de Sant Antoni,1984-12-28T00:00:00+01:00,2024-09-12T12:46:39.458939+02:00,349706,C Comte d'Urgell,1,10,Sant Antoni,2,Eixample,8011,BARCELONA,True,161791,20001,Telèfons,Tel.,934132300,True,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,65103005000000,430051.6610027413,4581424.137217797,41.38130154687466,2.1634511872440987
﻿99400164981,Fira d'Artesans Moll de Dipòsit,2006-07-14T11:50:42+02:00,2022-11-08T13:33:58.631595+01:00,248050,Pl Pau Vila,1,3,la Barceloneta,1,Ciutat Vella,8039,BARCELONA,True,0,0,Telèfons,No tenen telèfon,0,True,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,65103005000001,431814.3878734255,4581381.132997645,41.38106553724764,2.1845353246858914
﻿92086009468,Mercat Encants Barcelona - Fira de Bellcaire,1984-12-28T00:00:00+01:00,2024-06-13T14:17:04.687163+02:00,73900,Carrer de los Castillejos,158,5,el Fort Pienc,2,Eixample,8013,Barcelona,True,161792,20001,Telèfons,Tel.,934132328,True,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,65103005000001,431930.0672997694,4583600.390367976,41.401063548775554,2.1856692459565465
﻿92086009468,Mercat Encants Barcelona - Fira de Bellcaire,1984-12-28T00:00:00+01:00,2024-06-13T14:17:04.687163+02:00,73900,Carrer de los Castillejos,158,5,el Fort Pienc,2,Eixample,8013,Barcelona,True,161792,20001,Telèfons,Tel.,934132328,True,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,65103005000000,431930.0672997694,4583600.390367976,41.401063548775554,2.1856692459565465
﻿95191112500,Mercat de Pins *Pg Lluís Companys,1995-07-10T00:00:00+02:00,2022-04-20T12:23:36.492097+02:00,359109,Pg Lluís Companys,7,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8003,BARCELONA,True,186930,100050,Telèfons,No tenen telèfon,0,True,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,65103005000001,431527.15746132354,4582387.115122552,41.390101735411264,2.180986838654812
﻿92086011624,Mercat de les Flors *Les Rambles,1985-03-22T00:00:00+01:00,2022-06-15T10:03:03.039348+02:00,34308,C la Rambla,116,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,True,163447,100050,Telèfons,No tenen telèfon,0,True,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,65103005000001,430763.93904057535,4581604.3696054,41.38298645419762,2.1719482422846794
﻿92086011624,Mercat de les Flors *Les Rambles,1985-03-22T00:00:00+01:00,2022-06-15T10:03:03.039348+02:00,34308,C la Rambla,116,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,True,163447,100050,Telèfons,No tenen telèfon,0,True,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,65103005000000,430763.93904057535,4581604.3696054,41.38298645419762,2.1719482422846794
﻿266130012,Fira del Llibre i Filatèlia de Nou Barris,2000-09-22T00:00:00+02:00,2024-03-13T12:35:34.781625+01:00,351901,Pg Valldaura,186,48,la Guineueta,8,Nou Barris,8042,BARCELONA,True,0,0,Telèfons,No tenen telèfon,0,True,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,65103005000001,430680.7755761293,4587785.721318832,41.4386525560321,2.170245576894085
﻿96058202955,Mercat Dominical de Sant Antoni,1996-02-27T00:00:00+01:00,2023-11-15T09:24:52.540433+01:00,349706,C Comte d'Urgell,1,10,Sant Antoni,2,Eixample,8011,BARCELONA,True,189742,20001,Telèfons,Tel.,934132300,True,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,65103005000001,429906.97744922026,4581233.086052541,41.37956821941282,2.161743115837759
﻿96058202955,Mercat Dominical de Sant Antoni,1996-02-27T00:00:00+01:00,2023-11-15T09:24:52.540433+01:00,349706,C Comte d'Urgell,1,10,Sant Antoni,2,Eixample,8011,BARCELONA,True,189742,20001,Telèfons,Tel.,934132300,True,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,65103005000000,429906.97744922026,4581233.086052541,41.37956821941282,2.161743115837759
﻿99400213411,Fira Petit Artesà *Plaça Bonanova,2008-09-22T00:00:00+02:00,2022-09-17T07:03:59.016158+02:00,44800,Pl Bonanova,1,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022,BARCELONA,True,0,0,Telèfons,No tenen telèfon,0,True,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,65103005000001,427579.048423686,4584298.894652159,41.40697454323177,2.1335393251566845
﻿99400213404,Fira de Brocanters *Plaça Frederic Soler,2008-09-22T00:00:00+02:00,2022-09-17T07:03:58.950050+02:00,121107,Pl Frederic Soler,1,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022,BARCELONA,True,221383,20001,Telèfons,Tel.,933171996,True,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,65103005000001,427969.71266920347,4584110.388573822,41.40531184876666,2.1382352466878727
﻿99400151679,Mercat de Pintors de Sant Andreu,2006-01-16T14:20:48+01:00,2022-04-20T13:11:08.378155+02:00,85502,Pl Comerç,1,60,Sant Andreu,9,Sant Andreu,8030,BARCELONA,True,0,0,Telèfons,No tenen telèfon,0,True,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,65103005000001,432314.9127911348,4587427.56813857,41.43556620663616,2.1898444937192805
﻿99400176968,Fira del Col·leccionisme de la Zona Nord,2007-02-05T12:51:29+01:00,2022-09-17T06:45:39.765870+02:00,275600,Av Rasos de Peguera,27,55,Ciutat Meridiana,8,Nou Barris,8033,BARCELONA,True,0,0,Telèfons,No tenen telèfon,0,True,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,65103005000001,431434.4817474878,4590315.887835603,41.46150548271783,2.1789793052060453
﻿99400381335,Fira d'Artesans de la Terra *Plaça Concòrdia,2015-03-26T12:26:12+01:00,2021-10-26T13:01:22.814840+02:00,86403,Plaça de la Concòrdia,1,19,les Corts,4,Les Corts,8014,Barcelona,True,0,0,Telèfons,No tenen telèfon,0,True,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,65103005000001,427436.18829189497,4582070.529358408,41.38689170908079,2.1320973475113023
﻿99400381369,Fira de Menjar Artesanal  La Dama d'Or *Jardins de Can Bruixa,2015-03-26T14:48:44+01:00,2023-01-27T08:12:54.655890+01:00,701589,Jardins de Can Bruixa,0,19,les Corts,4,Les Corts,8028,Barcelona,True,0,0,Telèfons,No tenen telèfon,0,True,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,65103005000001,427303.15,4581708.595,41.38361990095716,2.130549740625037
﻿96093122231,Fira Tradicional de Productes Naturals de la Plaça Sagrada Família,1996-04-02T00:00:00+02:00,2022-04-20T12:37:08.585955+02:00,142300,Av Gaudí,2,6,la Sagrada Família,2,Eixample,8025,BARCELONA,True,0,0,Telèfons,No tenen telèfon,0,True,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,65103005000001,431009.031158566,4584039.432899428,41.404939355846366,2.17460180372859
﻿96093134024,Fira de Brocanters *Plaça de Sarrià,1996-04-02T00:00:00+02:00,2022-04-20T12:07:47.354568+02:00,106103,Pl Sarrià,1,23,Sarrià,5,Sarrià-Sant Gervasi,8017,BARCELONA,True,191229,20001,Telèfons,Tel.,933171996,True,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,65103005000001,426638.91071915696,4583550.109751975,41.40014532869134,2.122383312823837
﻿99400017908,Mercat d'Art Directe *Jardins de Campoamor,2002-09-10T11:59:06+02:00,2023-01-27T08:14:49.817390+01:00,144601,Av Diagonal,615,19,les Corts,4,Les Corts,8028,BARCELONA,True,0,0,Telèfons,No tenen telèfon,0,True,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,65103005000001,427160.5669373125,4582226.315779016,41.38826990315199,2.128782399809756
﻿97149092001,Fira Brocanters *Moll de les Drassanes,1997-05-29T00:00:00+02:00,2023-12-20T13:20:09.763775+01:00,540267,Moll Drassanes,1,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8039,BARCELONA,True,196691,20001,Telèfons,Tel.,617077703,True,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,65103005000001,431270.81630280544,4580674.121788862,41.3746514376551,2.1781153021938917
﻿99400201554,Fira de Productes Tradicionals Catalans *Plaça del Pi,2008-03-05T11:05:45+01:00,2021-10-20T13:50:37.067464+02:00,256106,Pl Pi,1,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,True,220036,100050,Telèfons,No tenen telèfon,0,True,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,65103005000001,430899.3547393858,4581529.827360606,41.38232671678743,2.173576130337292
﻿97352145618,Fira d'Artesans Rambla Poblenou,1997-12-18T00:00:00+01:00,2022-04-20T12:05:19.714151+02:00,346800,Rbla Poblenou,72,68,el Poblenou,10,Sant Martí,8005,BARCELONA,True,199828,100050,Telèfons,No tenen telèfon,0,True,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,65103005000001,433240.366568554,4583601.7736156685,41.40118587252035,2.20134292316812
﻿97352150323,Fira d'Artesans del Clot *Pl Font i Sagué,1997-12-18T00:00:00+01:00,2022-04-20T12:00:39.323936+02:00,129903,Pl Font i Sagué,1,65,el Clot,10,Sant Martí,8018,BARCELONA,True,199829,100050,Telèfons,No tenen telèfon,0,True,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,65103005000001,432175.3647603157,4584375.187861136,41.40806264652577,2.188516672330406
﻿97346121952,Fira d'Artesania Popular Catalana *Plaça Eivissa,1997-12-12T00:00:00+01:00,2022-04-20T11:56:23.259381+02:00,159507,Pl Eivissa,1,43,Horta,7,Horta-Guinardó,8032,BARCELONA,True,0,0,Telèfons,No tenen telèfon,0,True,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,65103005000001,429917.7851798686,4586824.494526327,41.429928949592345,2.161224943341931
﻿96092130232,Mostra d'Art *Pl Sant Josep Oriol,1996-04-01T00:00:00+02:00,2022-04-20T12:17:11.359363+02:00,305008,Plaça de Sant Josep Oriol,1,2,el Barri Gòtic,1,Ciutat Vella,8002,Barcelona,True,191214,100050,Telèfons,No tenen telèfon,0,True,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,65103005000001,430933.8923989298,4581552.605145362,41.38253483509873,2.173986553426301
﻿96093124226,Mostra de Pintors Afeccionats *Pl Sagrada Família,1996-04-02T00:00:00+02:00,2022-11-08T10:56:50.314199+01:00,292201,Pl Sagrada Família,1,6,la Sagrada Família,2,Eixample,8013,BARCELONA,True,191228,100050,Telèfons,No tenen telèfon,0,True,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,65103005000001,430857.5626973769,4583711.630065452,41.40197393230216,2.1728272813678537
﻿99057091907,Fira d'Artesans Placeta de l'Oca,1999-02-26T00:00:00+01:00,2024-06-26T08:38:02.064838+02:00,701926,Placeta de l'Oca,0,64,el Camp de l'Arpa del Clot,10,Sant Martí,8026,Barcelona,False,201786,100050,Telèfons,No tenen telèfon,0,True,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,65103005000001,431882.758,4584456.388,41.408769247898974,2.1850069974259485
